Feature ID,Taxon,Confidence
#q2:types,categorical,categorical
bc870ddc91fc262ea74d6247a1d07076,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_danieliae,0.9503949252758996
ba69a87d27e560a245fc4a1b2a4f34e8,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Muribacter; s__Muribacter_muris,0.8363332939290722
8dd0df81528996515e782ee88f3ba77e,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinifilaceae; g__Odoribacter; s__unidentified,0.9999708607264144
e69748024979255607d7c4bced72f58d,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotellaceae_UCG-001; s__uncultured_Bacteroidales,0.9665481466326622
a433e3e99f31f24d34bcf65f527b4c24,d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter; s__Helicobacter_mastomyrinus,0.935621784352732
6c7fe380b1b5efb18d4446875e73cf59,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,0.9999989110524727
de8469ffeeebdd518cc1d19a8373b785,d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter; s__Helicobacter_apodemus,0.7953502897194781
d3eeb7a382811ef6a6cc94d9de823dfb,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus,0.9999999997998934
e52408a5d0fd918291326072918df419,d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter; s__Helicobacter_typhlonius,0.9956086056457912
3841ea718044f68caa05169cbb15ac97,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinifilaceae; g__Odoribacter; s__uncultured_bacterium,0.9902907748868054
71b4a3d9c0ed1b8ae7d346cca73e0512,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides,0.9999999653365469
2a642ffe17545238bddd784a3a2866b0,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_danieliae,0.990310915780157
b8ea7ec43a288b8b25be2b78651f36ff,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Muribacter; s__Muribacter_muris,0.9999793490053017
9064bda32249025523799a464f96b619,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Muribacter; s__Muribacter_muris,0.999978617751119
2459dfd1bc9cad6486f97314e0070bee,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium,0.9998598183106454
b9c505d9bbb726cccc3ae36b43f89d7e,d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_vadinBB60_group; f__Clostridia_vadinBB60_group; g__Clostridia_vadinBB60_group; s__uncultured_bacterium,0.996412987143069
36e7d485787d726a0e16bff74100463e,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium,0.9998528655359475
639865637c63033139304f93d6fdfc3c,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,0.9999999160436721
ed5a5cac9dcdfc7b4ba9cfb56b416739,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides; s__uncultured_Bacteroidales,0.9974240583705629
80ff89a550cbfc6fc30ea25d5d3c7007,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__uncultured_bacterium,0.9885142664219899
618274a38f96409648a016a36dcd46f0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__uncultured_bacterium,0.9969458357963067
5fa91e7085571e2cbcd0e7d245975c76,d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter; s__Helicobacter_ganmani,0.7269566518801269
51dbca22f7469bb00e4379845bc1fb83,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group; s__uncultured_bacterium,0.8801285668768084
679ed1e95f74746fd0e5f5db06eaa1c3,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Muribacter; s__Muribacter_muris,0.8729626709310798
2b036c10ab6b64e84b22b84711aef6ef,d__Bacteria; p__Firmicutes; c__Bacilli; o__Acholeplasmatales; f__Acholeplasmataceae; g__Anaeroplasma; s__uncultured_bacterium,0.9999996785184014
8e660a647e7ea4fd11f1159bc47613f0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rs-E47_termite_group; g__Rs-E47_termite_group; s__uncultured_bacterium,0.9999995148576812
a9fb538144130319af767a4873d2c873,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group; s__uncultured_bacterium,0.9249008788767652
18489763aab9f6f1249bfc894a645753,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides_caecimuris,0.997176039224592
26d711535837669071a59214244e02ad,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Rikenellaceae_RC9_gut_group; s__uncultured_organism,0.8754252800795649
22d22fec8543ed635dfc48ccec03b159,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotellaceae_UCG-001; s__uncultured_Bacteroidales,0.9471137417212512
0b438323a296b5f2ce2c8bbe3949ee8d,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides_acidifaciens,0.8392701847991233
5f8b99d96b9fb65e12c944b3f8bd38b9,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia-Caballeronia-Paraburkholderia,0.9989490952501754
f14141d03c23f3658014090c72c23866,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus,0.9999997060103072
6bf2840673de7a07c6136b4d66f9d325,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group,0.9829007043018382
e94a9da4bdf2d1d6fd8b6216ea53a5ab,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_reuteri,0.8106687200894168
cd443ef3e3df7218b50c7caebb130774,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group; s__uncultured_bacterium,0.96045473350952
160efa2a41c4cec475f79506e42374ca,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium,0.9959382794138906
b4af71e90cf32541c77da70c63bd772f,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotellaceae_UCG-001; s__uncultured_Bacteroidales,0.9983460058091799
